"ra,Duracao,""Nota/10,00"",""Q. 1 /0,36"",""Q. 2 /0,36"",""Q. 3 /0,36"",""Q. 4 /0,36"",""Q. 5 /0,36"",""Q. 6 /0,36"",""Q. 7 /0,36"",""Q. 8 /0,36"",""Q. 9 /0,36"",""Q. 10 /0,36"",""Q. 11 /0,36"",""Q. 12 /0,36"",""Q. 13 /0,36"",""Q. 14 /0,36"",""Q. 15 /0,36"",""Q. 16 /0,36"",""Q. 17 /0,36"",""Q. 18 /0,36"",""Q. 19 /0,36"",""Q. 20 /0,36"",""Q. 21 /0,36"",""Q. 22 /0,36"",""Q. 23 /0,36"",""Q. 24 /0,36"",""Q. 25 /0,36"",""Q. 26 /0,36"",""Q. 27 /0,36"",""Q. 28 /0,36""";;;;;
"RA001,54 minutos 31 segundos,""7,50"",""0,00"",""0,00"",""0,00"",""0,36"",""0,36"",""0,36"",""0,00"",""0,36"",""0,36"",""0,36"",""0,00"",""0,36"",""0,36"",""0,00"",""0,36"",""0,36"",""0,36"",""0,36"",""0,00"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36""";;;;;
"RA002,21 minutos 53 segundos,""7,86"",""0,36"",""0,00"",""0,36"",""0,36"",""0,36"",""0,00"",""0,00"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,00"",""0,00"",""0,36"",""0,36"",""0,36"",""0,36"",""0,00"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36""";;;;;
"RA003,22 minutos 46 segundos,""9,64"",""0,36"",""0,00"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36""";;;;;
"RA004,22 minutos 53 segundos,""8,57"",""0,00"",""0,00"",""0,36"",""0,36"",""0,36"",""0,00"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,00"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36""";;;;;
"RA005,31 minutos 4 segundos,""8,86"",""0,36"",""0,00"",""0,36"",""0,00"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,00"",""0,36"",""0,36"",""0,36"",""0,29"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36""";;;;;
"RA006,44 minutos 11 segundos,""7,07"",""0,00"",""0,00"",""0,00"",""0,36"",""0,36"",""0,36"",""0,00"",""0,00"",""0,36"",""0,36"",""0,00"",""0,36"",""0,36"",""0,36"",""0,29"",""0,36"",""0,36"",""0,00"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,00""";;;;;
"RA007,30 minutos,""8,71"",""0,00"",""0,00"",""0,36"",""0,36"",""0,36"",""0,00"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,14"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36""";;;;;
"RA008,15 minutos 35 segundos,""7,50"",""0,00"",""0,00"",""0,36"",""0,00"",""0,36"",""0,36"",""0,00"",""0,36"",""0,36"",""0,36"",""0,00"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,00"",""0,36"",""0,36"",""0,36"",""0,36"",""0,00"",""0,36"",""0,36""";;;;;
"RA009,22 minutos 3 segundos,""8,93"",""0,36"",""0,00"",""0,36"",""0,36"",""0,36"",""0,00"",""0,00"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36"",""0,36""";;;;;
